nohup: ignoring input
Namespace(SGD=False, adam=False, alpha=0.0, beta=1.0, cached=False, cpu=False, dataset='arxiv-year', delta=0.1, directed=True, display_step=1, dropout=0.0, epochs=500, gamma=0.9, gat_heads=8, gcn2_alpha=0.1, gpr_alpha=0.1, hidden_channels=256, hops=1, inner_activation=False, inner_dropout=False, jk_type='max', link_init_layers_A=1, link_init_layers_X=1, lp_alpha=0.1, lr=0.005, method='mlpnorm', no_bn=False, norm_func_id=2, norm_layers=1, num_layers=2, num_mlp_layers=1, orders=1, orders_func_id=2, print_prop=False, rand_split=False, rocauc=False, runs=1, sampling=False, sub_dataset='', theta=0.5, train_prop=0.5, valid_prop=0.25, weight_decay=0.0)
num nodes 169343 | num classes 5 | num node feats 128
MODEL: MLPNORM(
  (fc1): Linear(in_features=128, out_features=256, bias=True)
  (fc2): Linear(in_features=256, out_features=5, bias=True)
  (fc3): Linear(in_features=256, out_features=256, bias=True)
  (fc4): Linear(in_features=169343, out_features=256, bias=True)
)
Epoch: 00, Loss: 1.6096, Train: 28.73%, Valid: 28.55%, Test: 28.83%
Epoch: 114, Loss: 0.1885, Train: 92.14%, Valid: 51.06%, Test: 51.65%
Epoch: 115, Loss: 0.1869, Train: 92.33%, Valid: 50.91%, Test: 51.44%
Epoch: 116, Loss: 0.1858, Train: 92.30%, Valid: 50.88%, Test: 51.49%
Epoch: 117, Loss: 0.1859, Train: 92.16%, Valid: 50.96%, Test: 51.59%
Epoch: 118, Loss: 0.1869, Train: 92.08%, Valid: 50.79%, Test: 51.49%
Epoch: 119, Loss: 0.1881, Train: 92.11%, Valid: 50.83%, Test: 51.50%
Epoch: 120, Loss: 0.1876, Train: 92.17%, Valid: 50.89%, Test: 51.59%
Epoch: 121, Loss: 0.1869, Train: 92.31%, Valid: 50.83%, Test: 51.36%
Epoch: 122, Loss: 0.1861, Train: 92.27%, Valid: 51.03%, Test: 51.66%
Epoch: 123, Loss: 0.1856, Train: 92.36%, Valid: 50.84%, Test: 51.43%
Epoch: 124, Loss: 0.1851, Train: 92.32%, Valid: 50.99%, Test: 51.54%
Epoch: 125, Loss: 0.1849, Train: 92.32%, Valid: 50.93%, Test: 51.50%
Epoch: 126, Loss: 0.1854, Train: 92.30%, Valid: 50.77%, Test: 51.32%
Epoch: 127, Loss: 0.1860, Train: 92.26%, Valid: 50.97%, Test: 51.57%
Epoch: 128, Loss: 0.1860, Train: 92.32%, Valid: 50.80%, Test: 51.38%
Epoch: 129, Loss: 0.1855, Train: 92.33%, Valid: 50.90%, Test: 51.54%
Epoch: 130, Loss: 0.1849, Train: 92.32%, Valid: 50.98%, Test: 51.55%
Epoch: 131, Loss: 0.1844, Train: 92.42%, Valid: 50.81%, Test: 51.46%
Epoch: 132, Loss: 0.1842, Train: 92.35%, Valid: 51.01%, Test: 51.67%
Epoch: 133, Loss: 0.1840, Train: 92.48%, Valid: 50.84%, Test: 51.39%
Epoch: 134, Loss: 0.1838, Train: 92.44%, Valid: 50.94%, Test: 51.58%
Epoch: 135, Loss: 0.1837, Train: 92.39%, Valid: 50.96%, Test: 51.55%
Epoch: 136, Loss: 0.1838, Train: 92.36%, Valid: 50.84%, Test: 51.48%
Epoch: 137, Loss: 0.1842, Train: 92.29%, Valid: 50.95%, Test: 51.55%
Epoch: 138, Loss: 0.1844, Train: 92.25%, Valid: 50.80%, Test: 51.50%
Epoch: 139, Loss: 0.1850, Train: 92.25%, Valid: 50.84%, Test: 51.44%
Epoch: 140, Loss: 0.1848, Train: 92.25%, Valid: 50.89%, Test: 51.53%
Epoch: 141, Loss: 0.1852, Train: 92.29%, Valid: 50.79%, Test: 51.29%
Epoch: 142, Loss: 0.1849, Train: 92.32%, Valid: 50.97%, Test: 51.58%
Epoch: 143, Loss: 0.1847, Train: 92.38%, Valid: 50.80%, Test: 51.31%
Epoch: 144, Loss: 0.1841, Train: 92.44%, Valid: 50.94%, Test: 51.58%
Epoch: 145, Loss: 0.1833, Train: 92.52%, Valid: 50.87%, Test: 51.44%
Epoch: 146, Loss: 0.1827, Train: 92.54%, Valid: 50.88%, Test: 51.50%
Epoch: 147, Loss: 0.1823, Train: 92.53%, Valid: 50.94%, Test: 51.58%
Epoch: 148, Loss: 0.1822, Train: 92.57%, Valid: 50.80%, Test: 51.38%
Epoch: 149, Loss: 0.1822, Train: 92.50%, Valid: 50.97%, Test: 51.63%
Epoch: 150, Loss: 0.1824, Train: 92.52%, Valid: 50.83%, Test: 51.32%
Epoch: 151, Loss: 0.1826, Train: 92.45%, Valid: 50.94%, Test: 51.57%
Epoch: 152, Loss: 0.1828, Train: 92.41%, Valid: 50.80%, Test: 51.34%
Epoch: 153, Loss: 0.1831, Train: 92.31%, Valid: 50.88%, Test: 51.51%
Epoch: 154, Loss: 0.1838, Train: 92.23%, Valid: 50.72%, Test: 51.28%
Epoch: 155, Loss: 0.1844, Train: 92.16%, Valid: 50.74%, Test: 51.43%
Epoch: 156, Loss: 0.1861, Train: 92.13%, Valid: 50.76%, Test: 51.33%
Epoch: 157, Loss: 0.1854, Train: 92.27%, Valid: 50.71%, Test: 51.39%
Epoch: 158, Loss: 0.1852, Train: 92.35%, Valid: 50.92%, Test: 51.51%
Epoch: 159, Loss: 0.1826, Train: 92.61%, Valid: 50.81%, Test: 51.43%
Epoch: 160, Loss: 0.1812, Train: 92.62%, Valid: 50.88%, Test: 51.48%
Epoch: 161, Loss: 0.1810, Train: 92.51%, Valid: 50.89%, Test: 51.45%
Epoch: 162, Loss: 0.1818, Train: 92.33%, Valid: 50.74%, Test: 51.40%
Epoch: 163, Loss: 0.1833, Train: 92.31%, Valid: 50.75%, Test: 51.36%
Epoch: 164, Loss: 0.1835, Train: 92.28%, Valid: 50.75%, Test: 51.40%
Epoch: 165, Loss: 0.1839, Train: 92.40%, Valid: 50.79%, Test: 51.38%
Epoch: 166, Loss: 0.1821, Train: 92.58%, Valid: 50.84%, Test: 51.53%
Epoch: 167, Loss: 0.1810, Train: 92.63%, Valid: 50.67%, Test: 51.31%
Epoch: 168, Loss: 0.1807, Train: 92.46%, Valid: 51.00%, Test: 51.61%
Epoch: 169, Loss: 0.1811, Train: 92.44%, Valid: 50.64%, Test: 51.29%
Epoch: 170, Loss: 0.1818, Train: 92.44%, Valid: 50.90%, Test: 51.52%
Epoch: 171, Loss: 0.1817, Train: 92.46%, Valid: 50.72%, Test: 51.37%
Epoch: 172, Loss: 0.1815, Train: 92.59%, Valid: 50.88%, Test: 51.47%
Epoch: 173, Loss: 0.1806, Train: 92.64%, Valid: 50.85%, Test: 51.49%
Epoch: 174, Loss: 0.1801, Train: 92.67%, Valid: 50.67%, Test: 51.28%
Epoch: 175, Loss: 0.1802, Train: 92.51%, Valid: 50.99%, Test: 51.68%
Epoch: 176, Loss: 0.1806, Train: 92.55%, Valid: 50.55%, Test: 51.28%
Epoch: 177, Loss: 0.1808, Train: 92.47%, Valid: 50.98%, Test: 51.66%
Epoch: 178, Loss: 0.1809, Train: 92.57%, Valid: 50.62%, Test: 51.28%
Epoch: 179, Loss: 0.1804, Train: 92.63%, Valid: 50.90%, Test: 51.60%
Epoch: 180, Loss: 0.1799, Train: 92.69%, Valid: 50.79%, Test: 51.37%
Epoch: 181, Loss: 0.1794, Train: 92.70%, Valid: 50.75%, Test: 51.39%
Epoch: 182, Loss: 0.1794, Train: 92.61%, Valid: 50.88%, Test: 51.50%
Epoch: 183, Loss: 0.1797, Train: 92.60%, Valid: 50.71%, Test: 51.37%
Epoch: 184, Loss: 0.1801, Train: 92.58%, Valid: 50.88%, Test: 51.46%
Epoch: 185, Loss: 0.1799, Train: 92.62%, Valid: 50.72%, Test: 51.41%
Epoch: 186, Loss: 0.1799, Train: 92.64%, Valid: 50.79%, Test: 51.34%
Epoch: 187, Loss: 0.1796, Train: 92.66%, Valid: 50.82%, Test: 51.48%
Epoch: 188, Loss: 0.1796, Train: 92.66%, Valid: 50.63%, Test: 51.13%
Epoch: 189, Loss: 0.1801, Train: 92.51%, Valid: 50.94%, Test: 51.62%
Epoch: 190, Loss: 0.1812, Train: 92.43%, Valid: 50.34%, Test: 50.84%
Epoch: 191, Loss: 0.1823, Train: 92.41%, Valid: 50.93%, Test: 51.61%
Epoch: 192, Loss: 0.1831, Train: 92.43%, Valid: 50.44%, Test: 50.87%
Epoch: 193, Loss: 0.1823, Train: 92.51%, Valid: 50.77%, Test: 51.46%
Epoch: 194, Loss: 0.1810, Train: 92.53%, Valid: 50.70%, Test: 51.28%
Epoch: 195, Loss: 0.1801, Train: 92.54%, Valid: 50.61%, Test: 51.25%
Epoch: 196, Loss: 0.1803, Train: 92.50%, Valid: 50.98%, Test: 51.62%
Epoch: 197, Loss: 0.1796, Train: 92.76%, Valid: 50.60%, Test: 51.21%
Epoch: 198, Loss: 0.1786, Train: 92.79%, Valid: 50.82%, Test: 51.48%
Epoch: 199, Loss: 0.1782, Train: 92.72%, Valid: 50.71%, Test: 51.28%
Epoch: 200, Loss: 0.1787, Train: 92.55%, Valid: 50.64%, Test: 51.34%
Epoch: 201, Loss: 0.1799, Train: 92.53%, Valid: 50.73%, Test: 51.33%
Epoch: 202, Loss: 0.1798, Train: 92.57%, Valid: 50.60%, Test: 51.32%
Epoch: 203, Loss: 0.1798, Train: 92.65%, Valid: 50.84%, Test: 51.38%
Epoch: 204, Loss: 0.1785, Train: 92.76%, Valid: 50.77%, Test: 51.41%
Epoch: 205, Loss: 0.1782, Train: 92.69%, Valid: 50.67%, Test: 51.32%
Epoch: 206, Loss: 0.1782, Train: 92.75%, Valid: 50.78%, Test: 51.42%
Epoch: 207, Loss: 0.1783, Train: 92.79%, Valid: 50.67%, Test: 51.37%
Epoch: 208, Loss: 0.1775, Train: 92.87%, Valid: 50.81%, Test: 51.34%
Epoch: 209, Loss: 0.1770, Train: 92.84%, Valid: 50.78%, Test: 51.39%
Epoch: 210, Loss: 0.1772, Train: 92.75%, Valid: 50.69%, Test: 51.26%
Epoch: 211, Loss: 0.1777, Train: 92.73%, Valid: 50.75%, Test: 51.47%
Epoch: 212, Loss: 0.1783, Train: 92.73%, Valid: 50.72%, Test: 51.27%
Epoch: 213, Loss: 0.1778, Train: 92.78%, Valid: 50.70%, Test: 51.35%
Epoch: 214, Loss: 0.1775, Train: 92.75%, Valid: 50.79%, Test: 51.39%
Epoch: 215, Loss: 0.1774, Train: 92.73%, Valid: 50.64%, Test: 51.29%
Epoch: 216, Loss: 0.1778, Train: 92.76%, Valid: 50.79%, Test: 51.40%
Epoch: 217, Loss: 0.1774, Train: 92.84%, Valid: 50.60%, Test: 51.33%
Epoch: 218, Loss: 0.1770, Train: 92.89%, Valid: 50.73%, Test: 51.31%
Epoch: 219, Loss: 0.1764, Train: 92.91%, Valid: 50.73%, Test: 51.39%
Epoch: 220, Loss: 0.1763, Train: 92.91%, Valid: 50.65%, Test: 51.21%
Epoch: 221, Loss: 0.1763, Train: 92.87%, Valid: 50.83%, Test: 51.51%
Epoch: 222, Loss: 0.1765, Train: 92.94%, Valid: 50.62%, Test: 51.14%
Epoch: 223, Loss: 0.1762, Train: 92.94%, Valid: 50.78%, Test: 51.44%
Epoch: 224, Loss: 0.1760, Train: 92.98%, Valid: 50.71%, Test: 51.23%
Epoch: 225, Loss: 0.1757, Train: 92.97%, Valid: 50.70%, Test: 51.32%
Epoch: 226, Loss: 0.1757, Train: 92.95%, Valid: 50.73%, Test: 51.31%
Epoch: 227, Loss: 0.1758, Train: 92.93%, Valid: 50.63%, Test: 51.33%
Epoch: 228, Loss: 0.1761, Train: 92.84%, Valid: 50.68%, Test: 51.34%
Epoch: 229, Loss: 0.1763, Train: 92.81%, Valid: 50.61%, Test: 51.30%
Epoch: 230, Loss: 0.1770, Train: 92.70%, Valid: 50.56%, Test: 51.22%
Epoch: 231, Loss: 0.1775, Train: 92.60%, Valid: 50.59%, Test: 51.25%
Epoch: 232, Loss: 0.1796, Train: 92.31%, Valid: 50.33%, Test: 50.94%
Epoch: 233, Loss: 0.1809, Train: 92.39%, Valid: 50.55%, Test: 51.30%
Epoch: 234, Loss: 0.1837, Train: 92.34%, Valid: 50.34%, Test: 50.99%
Epoch: 235, Loss: 0.1809, Train: 92.71%, Valid: 50.62%, Test: 51.30%
Epoch: 236, Loss: 0.1780, Train: 92.95%, Valid: 50.75%, Test: 51.32%
Epoch: 237, Loss: 0.1750, Train: 92.97%, Valid: 50.68%, Test: 51.27%
Epoch: 238, Loss: 0.1749, Train: 92.81%, Valid: 50.62%, Test: 51.39%
Epoch: 239, Loss: 0.1767, Train: 92.68%, Valid: 50.48%, Test: 51.11%
Epoch: 240, Loss: 0.1777, Train: 92.66%, Valid: 50.55%, Test: 51.25%
Epoch: 241, Loss: 0.1781, Train: 92.76%, Valid: 50.55%, Test: 51.20%
Epoch: 242, Loss: 0.1767, Train: 92.82%, Valid: 50.54%, Test: 51.24%
Epoch: 243, Loss: 0.1764, Train: 92.82%, Valid: 50.73%, Test: 51.35%
Epoch: 244, Loss: 0.1759, Train: 92.95%, Valid: 50.56%, Test: 51.25%
Epoch: 245, Loss: 0.1748, Train: 93.02%, Valid: 50.59%, Test: 51.27%
Epoch: 246, Loss: 0.1744, Train: 92.97%, Valid: 50.65%, Test: 51.33%
Epoch: 247, Loss: 0.1747, Train: 92.82%, Valid: 50.55%, Test: 51.27%
Epoch: 248, Loss: 0.1759, Train: 92.82%, Valid: 50.63%, Test: 51.33%
Epoch: 249, Loss: 0.1759, Train: 92.90%, Valid: 50.54%, Test: 51.24%
Epoch: 250, Loss: 0.1751, Train: 93.00%, Valid: 50.75%, Test: 51.33%
Epoch: 251, Loss: 0.1738, Train: 93.15%, Valid: 50.61%, Test: 51.26%
Epoch: 252, Loss: 0.1733, Train: 93.08%, Valid: 50.60%, Test: 51.27%
Epoch: 253, Loss: 0.1737, Train: 93.03%, Valid: 50.68%, Test: 51.29%
Epoch: 254, Loss: 0.1742, Train: 92.99%, Valid: 50.58%, Test: 51.28%
Epoch: 255, Loss: 0.1743, Train: 93.04%, Valid: 50.62%, Test: 51.25%
Epoch: 256, Loss: 0.1738, Train: 93.07%, Valid: 50.57%, Test: 51.30%
Epoch: 257, Loss: 0.1737, Train: 93.04%, Valid: 50.63%, Test: 51.20%
Epoch: 258, Loss: 0.1735, Train: 93.10%, Valid: 50.64%, Test: 51.33%
Epoch: 259, Loss: 0.1734, Train: 93.15%, Valid: 50.59%, Test: 51.19%
Epoch: 260, Loss: 0.1729, Train: 93.17%, Valid: 50.62%, Test: 51.29%
Epoch: 261, Loss: 0.1726, Train: 93.19%, Valid: 50.58%, Test: 51.21%
Epoch: 262, Loss: 0.1725, Train: 93.14%, Valid: 50.68%, Test: 51.25%
Epoch: 263, Loss: 0.1727, Train: 93.12%, Valid: 50.54%, Test: 51.26%
Epoch: 264, Loss: 0.1730, Train: 93.07%, Valid: 50.67%, Test: 51.21%
Epoch: 265, Loss: 0.1730, Train: 93.11%, Valid: 50.51%, Test: 51.22%
Epoch: 266, Loss: 0.1730, Train: 93.05%, Valid: 50.71%, Test: 51.28%
Epoch: 267, Loss: 0.1728, Train: 93.09%, Valid: 50.49%, Test: 51.15%
Epoch: 268, Loss: 0.1730, Train: 93.02%, Valid: 50.76%, Test: 51.44%
Epoch: 269, Loss: 0.1733, Train: 92.94%, Valid: 50.36%, Test: 51.00%
Epoch: 270, Loss: 0.1739, Train: 92.84%, Valid: 50.86%, Test: 51.57%
Epoch: 271, Loss: 0.1751, Train: 92.73%, Valid: 50.13%, Test: 50.69%
Epoch: 272, Loss: 0.1758, Train: 92.79%, Valid: 50.89%, Test: 51.65%
Epoch: 273, Loss: 0.1779, Train: 92.81%, Valid: 50.11%, Test: 50.68%
Epoch: 274, Loss: 0.1754, Train: 93.02%, Valid: 50.71%, Test: 51.40%
Epoch: 275, Loss: 0.1739, Train: 93.07%, Valid: 50.52%, Test: 51.05%
Epoch: 276, Loss: 0.1730, Train: 92.92%, Valid: 50.49%, Test: 51.13%
Epoch: 277, Loss: 0.1744, Train: 92.80%, Valid: 50.69%, Test: 51.30%
Epoch: 278, Loss: 0.1750, Train: 92.84%, Valid: 50.37%, Test: 50.97%
Epoch: 279, Loss: 0.1755, Train: 92.96%, Valid: 50.79%, Test: 51.38%
Epoch: 280, Loss: 0.1731, Train: 93.28%, Valid: 50.47%, Test: 51.17%
